Protein;WT_Control_1;WT_Control_2;WT_Control_3;WT_Control_4;WT_HU_1;WT_HU_2;WT_HU_3;WT_HU_4
P00927;1064574.25;895537.5;869301.4375;63831.18;866656.375;1032729.5625;900502.4375;984014
P00931;3182868;2647113;2725294.75;76626.05;2496119;3130753.5;2863810.25;2918084.5
P00937;612617.5625;467395.65625;494232.3125;53489.37;469576.09375;583787.6875;526017.4375;532954.5
P00942;32760456;35559268;36382688;26795.46;36170156;34315524;33930256;37166828
P00950;68530776;79653960;65598128;27608.56;76639976;73588456;83540576;67923856
P00958;1419520.875;894903.0625;863174.625;85678.09;895997.9375;1289971.375;1460624.125;946176.3125
P01094;469035.59375;242829.671875;476923.03125;7707.45;471418.875;493511.90625;467555.09375;395698.125
P01097;499381.65625;337312.90625;312021.34375;9870.16;470539.46875;654309.4375;454858.71875;426335.0625
P01098;497362.21875;421349.5;566060;10062.47;532012.125;614547.5625;527079.625;444612.90625
P01119;210106.890625;356197.5;324911.9375;34346.59;307454.5;223038.234375;212623.265625;270533
P01120;1059047.75;984771.75;1001443.5625;34705.19;1298280;1114183.125;1245027;1211408.375
P01123;1683259.875;870737.75;975731.875;23214.24;943130.625;2154155;1720669.125;1102377.375
P02293;33971.0703125;81578.5234375;63793.125;14252.32;94579.4140625;43802.9375;37042.90234375;77520.3984375
P02294;7977207.5;14158910;12678963;14237.3;12936559;7883203;7967801.5;12391976
P02309;1699233.5;3390942;2905461.75;11368.31;2693030;1678646.875;1594664.375;2653541.75
P02381;8959.5791015625;9657.6748046875;2255.89624023438;47123.12;1601.8515625;5800.43505859375;7919.14306640625;1889.53723144531
P02400;20792490;4256642;5059103;11050.1;4869811;23799892;21368832;3515838.75
P02406;28488312;14292273;8790784;16721.54;11051604;30346426;24986056;9895489
P02557;2767689.5;2845326.25;3097100.75;50922.7;3890238.25;2328107.5;2888506.5;3691185.25
P02829;3176394;2418182.5;2684165.5;81406.39;2357525;3057904.75;3392339;2658135.5
P02992;1013195.5625;957147.8125;1029144.625;47972.09;1110116.625;856746.6875;933274.1875;1148806.375
P02994;106091896;116239720;109716000;50032.68;125130400;96093600;110215088;114960392
P03871;146666.8125;269540.8125;137758.203125;43231.07;178947.359375;262354.40625;138825.046875;306036.40625
P03872;106428.0390625;155770.625;81351.3125;33196.01;64634.6796875;161280.203125;156565.140625;138826.53125
P03874;25966.037109375;30185.111328125;46310.08203125;73861.01;36973.2734375;28026.955078125;26864.044921875;32447.359375
P03965;1785182.5;1481395.875;1405507;123915.33;1313980.25;1865435.125;1586537.125;1689285.75
P04037;1238646.125;686057;854395.625;17142.56;615415.6875;1584681.25;1592527.375;1008941.625
P04039;567164.125;119027.2578125;171454.265625;8906.66;140853.375;649564.375;509313.71875;141223.140625
P04046;1033895.75;1260528.875;1222615.625;56719.36;1348907.625;973458.5;1077295.25;1216861.5
P04050;655020.0625;668916.4375;625405.3125;191611.63;631134.625;693727.125;669064.6875;617226.25
P04051;183144.65625;239870.734375;204138.890625;162301.32;196101.75;185878.28125;186253.921875;199746.1875
P04076;1859298.5;1682930.25;1816607.25;51989.13;1904340.875;1662293.875;1710217;1918563.375
P04147;3551559.75;4778293.5;4128926.5;64344.2;4196363;3553503;3813014.75;3996425.5
P04161;130303.0703125;180086.640625;160963.140625;23540.17;140302.078125;113541.640625;107355.0703125;153358.6875
P04449;12523941;22378908;17542300;17613.55;18906032;12469308;14334865;16791802
P04456;6177695;6131198.5;5506363.5;15757.56;6000741;6050786;6231006;6756444.5
P04650;3045940;4860627.5;4124177.75;6341.57;4438071.5;3247774;3368468;4121604.25
P04710;58605.40234375;230072.359375;201868.71875;34120.52;194810.265625;55746.83203125;34860.53125;182389.125
P04786;114961.0703125;95065.9296875;135346.515625;89995.48;101683.546875;108619.5234375;111298.375;94823.8046875
P04801;3201024;2776245.5;2790267.75;84520.42;3028608.25;2891948.5;2919529.25;3257647
P04802;2434857.5;2454327;2289623.25;63515.51;2257685.25;2363556.5;2243424.25;2492814.75
P04803;54297.83203125;61430.96484375;64427.1953125;43015.43;72168.8203125;62447.3515625;68774.09375;70917.015625
P04806;5048776;3052189.5;3869673.25;53738.4;4265447.5;4999212;5723786;4859939.5
P04807;9273477;10037668;8580141;53942.46;9839441;8653787;10474712;8732613
P04817;5283.1337890625;10673.08203125;2113.72875976562;65785.47;9330.6103515625;765.734985351562;1800.81359863281;6966.193359375
P04819;191155.828125;156549.515625;126595.359375;84828.28;120020.1015625;187905.03125;176706.3125;145942.5625
P04821;80681.6171875;71400.484375;83239.1328125;179091.96;80801.234375;88639.6640625;78413.046875;82685
P04840;13042833;12471115;14535415;30428.49;13495725;14202562;15155581;14251231
P05030;20499564;25950066;25326564;99619.37;27972644;18036070;21798168;25750090
P05150;48114.55078125;18831.072265625;22641.103515625;37845.22;34760.578125;57416.0234375;35925.33984375;30649.21875
P05317;36488900;23242582;22951266;33717.24;22740904;33971844;32162788;26018836
P05318;4180854.25;4112814.5;4035321;10907.94;3426956.25;3289618.75;4477812.5;3038051.5
P05319;24211254;13193959;10478757;10745.79;10968336;25895274;25043062;8479717
P05373;305466.375;204884.140625;241829.171875;37740.22;201375.703125;302735.84375;235746.625;273094.78125
P05374;458499.53125;315429.3125;333977.21875;101203.57;310101.3125;511138.25;400661.40625;398699.8125
P05375;15798.4541015625;0.545448124408722;7892.380859375;23150.26;0;9582.990234375;1519.86096191406;5934.67431640625
P05453;637985.625;587301.9375;603718;76550.89;558255.375;579447.3125;612341.0625;608241.75
P05626;813458.1875;587905.25;653918.375;26925.07;592771.6875;901952;787855.25;719707.625
P05694;14042680;12951760;13200209;85859.94;14305099;13981763;13655281;13946426
P05737;26495552;40616340;35631376;27638.23;36897488;27082578;30923160;36591868
P05738;12025124;10818383;9302916;21569.01;9965219;10745084;10206401;10923031
P05739;4760871;8450414;6590831.5;19986.48;8312282.5;4801470;5676855;7194898.5
P05740;22884812;37018040;30013200;20549.44;33564844;24511540;26530700;30434120
P05743;12750087;22964038;17972762;14233.71;19195776;14609504;15348576;17091372
P05744;13576187;16566249;14706341;12154.09;13422647;12373140;11988460;15403107
P05745;127111.484375;51944.6796875;66224.703125;11124.17;269667.75;71904.2890625;150363.390625;171308.734375
P05747;2915202;3401239.5;2985374;6668.79;4871424;1165715;3539787.25;4059568
P05748;9484105;8642075;6794230.5;24422.17;11225929;8664658;9643120;9179794
P05749;3369056.5;2227733;2144733.25;13693.39;2437179;3836379;3066012.75;2852331
P05750;6907045.5;6174929;6511062;26502.75;6280310.5;7145945;5476919;7939549
P05755;14220809;12531298;12147892;22298.66;11308827;14933882;11753939;13660799
P05756;21768764;23226838;23079950;17028.89;22859974;21315092;20346966;25884410
P05759;6121598;10494955;10003763;17216.11;8602732;6315110;7051350.5;9514163
P05986;1142221.25;2922.27954101562;498.284515380859;45977.27;7239.10986328125;196897.109375;142193.53125;6179.1923828125
P06100;110833.8984375;123013.6015625;116465.7109375;22362.51;117369.75;109421.734375;123402.4140625;112232.2109375
P06101;1237461.25;1152349.625;998518.9375;58385.02;1143049.25;1231317.25;1379223.125;1034750.4375
P06102;255876.1875;293458.5;267838.5625;94403.12;276280.71875;255243.21875;264505.4375;263571.4375
P06103;1069041.75;869760.25;854804.1875;88129.88;899157.625;991847.8125;965634.125;959012.5625
P06104;57170.609375;52743.09375;37171.8125;19705.69;44318.2421875;43525.8359375;49777.1875;49276.80078125
P06105;2135678.5;2846274;2503490.25;134809.63;2550053.5;2103987.75;2311844.25;2448664.25
P06115;3389779.25;1184497.375;2621582;64583.34;2781266.75;3495765.5;3303724.25;2829288
P06168;7025105;5706108;5655592;44368.45;6950107;7468147.5;8148305;6610297.5
P06169;81561560;65540692;64306000;61495.38;84962832;78273576;87308944;79298472
P06174;105772.7890625;123861.1484375;122280.609375;30911.58;132494.015625;98069.125;101631.71875;125428.421875
P06182;76025.1875;29032.8671875;55133.7109375;30080.84;63947.83203125;60209.69140625;71196.7578125;57866.51953125
P06197;273894.78125;102612.9765625;139368.859375;24823.67;114112.84375;370502.78125;259518.96875;152387.46875
P06208;1046387.5625;1076872.125;1035980.75;68408.89;1148210.75;939800.75;972862.5;1063248.125
P06242;112647.96875;123772.4296875;131228.125;35246.91;99379.5546875;96961.4453125;75217.6640625;119453.9921875
P06244;137968.78125;80809.15625;89088.5625;46075.83;88708.6796875;153419.84375;93576.65625;101771.7265625
P06245;219490.5625;197200.890625;254096.59375;44219.5;202955.078125;254965.296875;215475.6875;283465.875
P06634;2784512.5;3091397.25;3073941.75;65552.83;2928976;2686313.75;2646920.75;3084668.5
P06700;40216.72265625;64148.5625;60661.0078125;63261.9;51629.69921875;33161.6953125;46044.02734375;42342.7734375
P06701;22572.125;11442.076171875;13342.7265625;111359.97;18159.453125;22140.6875;13941.6064453125;22107.330078125
P06704;185429.21875;144287.15625;143250.78125;18751.05;151511.046875;185155.21875;245281.125;57026.10546875
P06738;1187337.625;592765.125;911717.3125;103275.32;902338.9375;1400826.375;1128126.75;1187879.625
P06773;50675.6796875;51247.98046875;49106.09375;35646.08;49066.796875;50454.50390625;39517.43359375;50791.90625
P06774;5154.5927734375;7899.82080078125;9719.3505859375;29867.16;10108.92578125;8014.259765625;4157.8466796875;7560.40283203125
P06775;53627.89453125;119176.984375;119218.484375;66006.36;61597.68359375;57874.02734375;76018.5859375;44604
P06776;94624.140625;56050.19140625;80936.828125;60999.75;43400.62109375;74409.875;73512.0234375;84906.71875
P06777;0;8923.9267578125;7057.68701171875;126370.23;0;0;0;0
P06778;23930.546875;23180.341796875;27343.458984375;52403.6;18380.51171875;24781.544921875;19753.3515625;21648.09375
P06779;10697.1943359375;22785.59765625;4194.48291015625;63777.39;29994.462890625;8286.3935546875;10487.759765625;21666.2890625
P06780;1309879.625;1059617.875;977081.625;23152.45;1045555.125;1268758.625;1331112.625;1199888.5
P06781;151830.453125;132834.140625;173079.015625;21478.75;179422.90625;126004.125;157267.546875;131966.140625
P06782;330972.4375;300230.5625;310250.53125;72045.4;288355.28125;345243.375;304824;356426.21875
P06785;454274.40625;347892.90625;367026.34375;35047.25;360540.78125;509894.875;439045.28125;412852
P06786;302676.6875;254895.1875;210847.421875;164214.72;234478.5625;340638.71875;312118.75;232705.734375
P06787;2308713.75;830839.125;1081406;16134.86;1296399.75;2943253.5;2547270;796739.6875
P06838;31009.662109375;25819.70703125;18286.0625;24311.35;19492.7265625;33027.05859375;26719.666015625;12057.1123046875
P06839;45143.234375;33860.87890625;56384.46484375;89786.14;32969.76953125;62080.5234375;41881.36328125;58575.25
P06843;44117.53125;69924.2734375;48095.64453125;38551.33;51770.3046875;37468.35546875;30732.43359375;81172.59375
P06844;18234.828125;23217.150390625;20851.646484375;38800;19033.685546875;9987.52734375;14393.654296875;19394.048828125
P07143;699047.875;561765.8125;705271.875;34054.55;841060.8125;677788;638033.875;784324.125
P07149;5436855.5;4256767.5;4410807.5;228691.28;4409888.5;5814351.5;5040406;5487837
P07170;5348168.5;3880740;4076278.75;24254.75;5623761;5217703;6386831;5069895
P07172;373867.03125;352103.375;360763.71875;42646.11;324029.6875;329223.46875;330642.875;382312.53125
P07213;1221857.375;1162397.375;1170286.75;70123.17;1147005.5;1225094.625;1246903.375;1077188.25
P07236;2474.16235351562;1630.21728515625;2094.2197265625;54092.01;2416.7724609375;3150.20849609375;3143.00756835938;3101.94604492188
P07244;3118331;2686734.75;2748633;86068.03;2711262;2859441.5;2898939.25;3098885.5
P07245;3195096.25;3663732.25;3601356;102205.12;3404061.25;3256097.5;3130888;3504723.5
P07246;1352290;1324269.5;1307582.25;40369.51;1154308.5;1237513.875;1292149.375;1200235.375
P07248;99674.7421875;117694.84375;109295.546875;150940.92;119841.078125;91523.96875;96615.796875;98592.7421875
P07250;3267.62866210938;13577.607421875;17718.623046875;40353.01;32237.64453125;11580.064453125;5321.09814453125;709.625854492188
P07251;10156944;8293226.5;8677109;58608;8135760.5;10279154;9659618;9063667
P07253;85341.5390625;88284.796875;69061.4609375;18678.65;91665.1640625;87399.765625;115521.1640625;70742.28125
P07255;56810.25;30497.353515625;24517.341796875;6963.21;59174.1796875;66776.4921875;64235.0859375;90677.5546875
P07256;1134468;890341.8125;972278;50227.82;998994.1875;1143700.25;1094339.375;1038602.75
P07257;1444118.875;1354164.5;1453906;40478.14;1530094.5;1530678.75;1492820.5;1501578.5
P07258;61765.91796875;34036.03125;29002.06640625;45361.55;19245.513671875;65744.21875;53090.75;22260.9765625
P07259;5537986;2870633.75;3150611.25;245040.76;2944171;5629438;4501515.5;3672656.25
P07260;1532231.25;1976118;1668349.5;24254.23;1776972.75;1567115.125;1595897.25;1769859.25
P07261;6901.1162109375;4939.41455078125;6981.1259765625;87728.73;10533.375;6561.96923828125;6989.14892578125;8538.9423828125
P07262;2773858.25;2377464;2215310.25;49569.95;2542547;3133434.25;2626707.25;2944077
P07263;1148700.125;1002435.875;963715.25;59952.57;931132.9375;1146006.125;1132469.125;987284.1875
P07264;666326.6875;670690;508494.6875;85794.46;669062.6875;650029.4375;696747.4375;535510.6875
P07266;8933.583984375;9270.69921875;3398.36938476562;41289.89;5054.880859375;16644.185546875;2097.25219726562;7973.611328125
P07267;2923679.5;1105961.875;1443773.875;44498.99;1971486.75;2769602.25;2947551;1581690.875
P07269;37006.546875;30008.615234375;38275.04296875;63390.84;38297.69921875;19219.708984375;25602.935546875;32460.28515625
P07270;25835.404296875;34654.41796875;32251.83203125;34088.84;55981.6875;21822.34765625;32146.00390625;30202.65234375
P07273;332855.46875;424997.1875;365926.0625;34843.46;354925.59375;300685.84375;353469.96875;306177.9375
P07274;712185.625;741361.75;807379;13677.44;815213.375;743152.375;682826.4375;681350.375
P07275;625510.375;391799.21875;433903.84375;64435.19;498002.78125;617842.3125;635946.0625;558810.25
P07276;39525.12890625;53532.515625;59785.52734375;117837.99;49601.82421875;37444.69921875;33626.03125;37104.265625
P07277;328857.5625;379463.53125;380097.71875;48459.51;333327.625;373852.59375;353380.5625;410653.59375
P07278;843482.125;912977.75;913755.4375;47219.08;980126.0625;858345;982264.375;913554.5
P07280;82317.8984375;387219.3125;425553.96875;15917.1;111327.9765625;87996.6796875;168724.59375;240522.90625
P07281;19870516;29717064;26671962;15891.07;27497774;19753396;20207142;26801368
P07283;3493241.75;3939170.25;3950200;29062.91;4103988.75;3444525.75;3725832.25;3851848.25
P07284;3067093.25;2773818.25;2354770;53309.58;2676022;3121000.5;3045111.5;2805598
P07285;140897.046875;128984.7890625;109471.203125;41374.44;140827.796875;133661.203125;128795.234375;157151.9375
P07342;1760867;1745026.25;1553863.25;74936.76;1654677.25;1669194;1622652.875;1509571.5
P07347;227420.296875;269583.78125;251093.8125;27603.16;219726.203125;220358.6875;179978;259433.53125
P07560;1784030.25;996487.375;1063169.625;23505.7;989544.5;1703001.75;1639458.5;1098974.25
P07702;587621.3125;388633.375;384495.59375;155345.6;371750.1875;584051.25;501009.6875;445736.46875
P07703;736461.5625;1005811.4375;908677.25;37686.69;817224.75;748966.75;758044.1875;811625.625
P07806;2946166.25;2629680;2413971.5;125769.78;2397329.75;3110877.25;2957083;2606135.25
P07807;63982.9140625;77710.390625;79520.2578125;24260.99;79375.015625;72830.109375;84161.625;80435.78125
P07834;45744.38671875;1774.97778320312;16526.203125;86090.03;8462.453125;7967.16796875;9270.294921875;46822.4453125
P07884;21080.986328125;20044.1171875;21013.498046875;50236.56;21295.423828125;18858.208984375;21422.412109375;19790.041015625
P07991;2570637.75;1390309.75;1560488.25;46086.01;1689671.625;2453369.5;2274506.75;1812289.125
P08004;76460.1640625;38329.22265625;37414.71484375;129870.74;37121.88671875;63546.65625;48725.01171875;48165.9765625
P08018;110763.1796875;185647.171875;137330.140625;72719.83;164155.90625;116448.8359375;122333;132650.9375
P08019;5011.90478515625;0.447989821434021;0;61462.96;1104.83337402344;4586.65771484375;2881.8505859375;691.857299804688
P08067;467925.3125;69148.8828125;85826.2265625;23364.95;153719.78125;475554.8125;371519.8125;125704.765625
P08417;1196855.25;1028594.25;1148510.625;53151.84;1108257.75;1144630;1167261.75;1179459.5
P08425;25932.376953125;23224.287109375;17990.8671875;54828.87;17992.806640625;22671.87890625;19875.69921875;17757.517578125
P08432;19772.99609375;42072.62890625;32852.890625;52285.32;19615.17578125;18040.791015625;24922.92578125;19097.49609375
P08456;314242.5625;440024.28125;344156.8125;30804.54;361689.46875;268630.6875;249713.8125;425031.90625
P08465;44387.2109375;36452.22265625;24182.234375;53659.49;36880.53125;29577.634765625;41094.1640625;30497.51171875
P08466;133154.34375;196464.3125;179382.921875;37209.5;177206.671875;166004.515625;171042.625;175344.984375
P08518;637594;648787.6875;623886.875;138751.45;624202.6875;633943.3125;606225.8125;705461.5625
P08524;2596608.75;2206377.25;2169806.75;40483.42;2408502;2881333.5;2710676.25;2311992.75
P08525;20025.06640625;22647.0703125;26305.982421875;10974.54;14022.9921875;21010.60546875;18054.552734375;74117.7890625
P08536;603229.8125;416220.4375;456884.71875;57724.51;685486.875;550988.6875;468926.25;507284.1875
P08539;159925.140625;116396.8515625;125369.8359375;54075.56;122602.6484375;180720.53125;146389.625;130784.1953125
P08566;693849.875;440269.1875;448796.625;174755.07;429199.53125;727539.625;588795;581764.375
P08638;12050.4794921875;12129.6318359375;19953.5546875;100153.29;16316.380859375;10657.2587890625;12232.3662109375;16409.8046875
P08678;91418.90625;75897.359375;87755.109375;227833.85;64179.33984375;93206.46875;84382.5390625;78283.8125
P08679;245404.15625;186205.125;189654.109375;51413.31;206981.8125;219821.0625;187617.015625;211653.546875
P08964;50181.34375;88034.4140625;65526.8203125;223635.76;73823.7890625;49404.51953125;55420.875;80605.8828125
P09032;193894.078125;224652.375;214133.6875;65699.56;190723.515625;209047.0625;185833.359375;214048.953125
P09064;1779442.375;1915110.375;1283920.875;31574.19;1677461.5;1641736.375;1697310.5;1487973.875
P09232;1080936.75;699633.875;946597.75;69621.4;822120.5;1058272.875;1027164.125;765857
P09435;45299.4921875;45976.1484375;22027.625;70546.79;15394.5166015625;31852.291015625;28536.59765625;31137.720703125
P09436;2237804.5;1580431.375;1593576.375;122983.5;1860483.5;2354434.25;2281174.5;1891494.625
P09440;575198.25;607989.125;553121.25;106217.4;549456.1875;594395.9375;574889.5;582768
P09457;830183.75;665374.3125;786234.75;22814.4;758459.625;847762.6875;911282.375;699015.25
P09547;62093.6328125;66139.984375;68618.671875;147938.03;70175.8671875;73519.671875;62854.57421875;72537.1484375
P09620;83276.4453125;80489.71875;60953.86328125;82245.04;80300.3203125;85108.6875;102387.609375;72398.3984375
P09624;1553812.75;1479322.125;1536185.875;54010.05;1420733.125;1648101.75;1624613.25;1460915.5
P09733;549020.5625;675626.125;591649.5;49800.04;705471;601340.0625;647985.5;697779.9375
P09734;237385.453125;327040.4375;248473.6875;49694.02;323871.71875;228526.734375;247433.125;340072.84375
P09798;24487.4609375;25597.669921875;0;94992.2;57855.546875;30902.392578125;12043.966796875;53695.19921875
P09880;120896.765625;125290.375;113560.4921875;95337.03;95422.1328125;127396.671875;106753.1015625;123408.3203125
P09938;11918704;2235627.5;2503914.25;46147.43;2482885;13534929;10997900;2472510.25
P09950;460254.53125;409580.65625;392722.0625;59362.27;395967.78125;427113.875;378595.3125;439872.5
P09959;45287.08203125;53290.140625;38107.90234375;90559.87;52085.4140625;51285.36328125;59560.84375;42724.08203125
P0C074;73441.796875;78328.015625;54470.9765625;10027.37;58944.85546875;79226.6328125;87084.5390625;71919.796875
P0C0V8;1412374.5;2351529.25;1732585.625;9745.83;3927488.75;2028504;3137922.25;1979891.625
P0C0W1;10300517;9277841;7525811.5;14626.04;10581807;10718638;10368655;9591701
P0C0X0;6860.02197265625;100920.4453125;103434.5703125;7564.8;140036.84375;2950.88793945312;6750.6474609375;102415.6328125
P0C2H6;11245959;14521918;12863520;15531.28;13874843;11271915;11902251;14083454
P0C2H8;10087088;15827418;11827762;12953.1;16415221;8900976;10288591;13883311
P0C2H9;570013.25;199150.046875;223344.71875;12967.13;1054709.375;327681.3125;346555.65625;949902.375
P0C2I8;103272.265625;179977.96875;332451.5625;49003.42;128202.515625;147336.21875;122947.28125;129790.90625
P0C2J1;13225.42578125;69687.984375;31444.03515625;198374.06;30023.939453125;30111.322265625;37382.8125;38710.2578125
P0C2J3;199331.828125;144572.03125;57269.71484375;202122.43;70955.140625;227309.015625;180527.546875;87505.6484375
P0CE41;7803.4306640625;5106.04052734375;6407.583984375;166107.95;4200.53759765625;8083.66748046875;10887.2509765625;2041.640625
P0CS90;9668002;12060064;11144166;70627.83;12363525;9422831;10466631;10061696
P0CT04;2440182.25;2958223.75;3158886.25;8589.81;3397350.25;2516798.25;2774950.75;3527123.25
P10080;3171306.75;3260023.25;3174954;32989.57;3698176;3008505;3145562.5;3435236.75
P10081;8050145.5;6739274.5;7597687.5;44697.14;7168413.5;7199875.5;6217341;8127832.5
P10127;117466.8515625;106291.921875;145184.8125;41142.07;201559.578125;190375.328125;98572.578125;178134.5
P10174;48306.01953125;17130.33203125;31892.876953125;6932.37;39769.8515625;50446.6875;40327.9140625;45859.375
P10356;155566.03125;247105.140625;253803.71875;49490.22;243676.125;171955.515625;179838.484375;261543.5625
P10363;553036.625;440057.03125;518346.03125;47690.42;629010.6875;638092.875;533725.6875;538921
P10507;438007.8125;508294.34375;461550.78125;51083.78;457943.34375;416126.28125;446462.59375;382808
P10591;23375518;19128808;26376970;69657.24;28226314;20243122;24003754;23424018
P10592;29250122;42106940;38075708;69470;42765764;26271328;34399492;34687608
P10614;728711.25;459997.03125;546548.5625;60720.22;635007.1875;634951.25;619450.375;696631.4375
P10622;1933002.125;3057201.25;2587089.25;10667.6;983544.5625;2211946.75;2145880.75;2590073
P10659;12627386;10144890;10725524;41818.34;11562743;12613111;12875174;10889990
P10662;213253.21875;262564.5625;252630.8125;36728.83;252453.625;220415.609375;188647.46875;256092.59375
P10663;39242.01953125;62826.59765625;63668.546875;13538.01;56594.05078125;25244.607421875;26723.470703125;63621.16015625
P10664;13917245;20153994;17928786;39092.09;18755830;14724472;14880806;18116438
P10823;168366.609375;144688.03125;161059.15625;50447.65;189316.890625;164216.671875;162668.953125;170730.140625
P10834;42023.0390625;29223.828125;41212.796875;34637.45;18528.5078125;28842.482421875;38894.14453125;33719.83203125
P10849;38010.64453125;70034.8046875;50715.37890625;51192.18;89882.6171875;45255.14453125;43912.140625;84951.0703125
P10862;16977.935546875;31143.384765625;29900.833984375;55230.36;29793.287109375;22882.373046875;28344.3828125;35731.21875
P10869;279117.625;201871.71875;218122.78125;58109.72;245812.65625;264685.5625;252178.8125;220873.375
P10961;25054.794921875;43937.109375;47684.671875;93282.24;46593.265625;33650.0390625;30016.134765625;43773.375
P10962;97971.8125;73432.5078125;66714.9375;35695.51;93143.6171875;88987.5546875;83346.484375;90445.8359375
P10964;8788572;7486850;6957961;186431.59;6953656.5;8411665;8583980;7404919
P11075;363170.6875;316808.5625;313979.4375;226885.98;263657.25;391404.8125;347165.65625;333711.25
P11076;6791820;3494203.5;3100177.25;20529.47;2826846.75;7249333.5;5238628.5;3570368.5
P11154;2900498.5;1961541.625;1959243.625;130099.48;2055396.625;2791858;2549412.75;2211782.5
P11325;28102.333984375;35747.25390625;43580.3046875;101920.3;25028.73046875;32185.916015625;15643.564453125;32011.076171875
P11353;443821.875;365948.875;432923.5;37711.56;526103.375;409587.34375;440108.25;419562.8125
P11412;1433378.875;1127058;1139396.25;57521.56;1077680.25;1410364.875;1265960.75;1303703.375
P11433;114414.4296875;68069.78125;77941.5859375;96939.62;88916.6875;103649.203125;100865.3125;91795.875
P11484;2872928;6337331;5586217;66601.59;5059096;2397173.5;3997551.75;3625416.25
P11491;172400.015625;209777.34375;159778.015625;63004.11;182099.875;183568.09375;224357.296875;173359.84375
P11632;1017354.75;1522458.25;1481294.625;10802.33;1314895.625;1295676.375;1202490.375;1236081.75
P11633;517972.03125;866818.8125;827816.3125;11475.97;659463.375;643641.5;658384.5625;610303.625
P11655;115203.4765625;106368.453125;110024.8515625;51607.53;90887.59375;115538.171875;83991.7890625;173160.5
P11709;26198.3359375;50004.609375;50678.25;51091.96;30415.052734375;49153.22265625;40429.7734375;39283.69921875
P11745;1435082.875;923973.8125;879189.3125;45815.85;811075.375;1485616;1180798.125;962780
P11746;68598.4921875;138023.53125;57761.73828125;32801.55;121066.6875;82057.1640625;34314.3515625;48156.01171875
P11792;84316.421875;115248.890625;110285.109375;91811.5;100070.4609375;90071.71875;53025.28515625;98480.3984375
P11914;178146.25;164067.953125;152740.046875;53337.66;184481.515625;165654.015625;157243.953125;193683.03125
P11938;213234.53125;308586.4375;271805.875;92413.38;338401.125;218655.484375;233792.953125;277484.125
P11972;98632.578125;198080.671875;154707.65625;79716.35;150610.546875;126437.15625;98805.625;177614.84375
P11978;131599.875;150128.859375;135045.90625;152061.67;128441.3671875;128295.6328125;131388.28125;142493.828125
P11986;806707.0625;246261.40625;792914.8125;59642.05;308708.40625;782131.75;293267.9375;621272.625
P12383;58214.26953125;62441.48046875;53448.140625;121793.65;41728.83203125;54665.4765625;47344.1328125;37441
P12385;2028406.375;1651243.5;1828181;49005.55;1510123.375;2047411.125;1852942.875;1771344.125
P12611;254297.015625;254399.984375;240834.9375;55346.06;211722.9375;246568.921875;257390.9375;269760.09375
P12612;622949.125;710931.25;666319.3125;60480.65;631679.5625;642545.5625;631945.625;695505.375
P12630;101426.8203125;161402.03125;173259.453125;63729.88;214310.234375;78376.2578125;65287.19140625;224675.265625
P12683;145012.1875;103338.765625;92280.3203125;115625.58;84394.78125;139957.234375;129762.4453125;72008.3125
P12684;152250.046875;183275.453125;202005.25;115691.92;172548.84375;182627.703125;170511.515625;203967.5625
P12686;93061.2265625;125813.6171875;109536.9609375;38988.09;126548.2109375;112693.015625;64369.6796875;155164.03125
P12687;124470.5625;116425.2734375;107173.0234375;43226.56;120411.046875;132585.0625;117089.7109375;119341.4921875
P12688;594789.625;409217.25;384971.90625;76479.81;348411.875;585276.3125;616505.6875;357653
P12695;1735170.75;1934456.25;1935780.125;51818.08;1941681.5;1866394.125;1951819;1913952.625
P12709;19020012;14381707;16445570;61299.24;18423082;18223480;18427538;18371504
P12753;42744.96484375;58080.234375;62641.828125;152569;46541.90234375;43511.2421875;43678.75390625;43255.30859375
P12754;170470.765625;155597.71875;124582.8203125;70852.28;128355.6484375;156675.8125;140170.328125;169561.21875
P12868;81959.171875;108144.1796875;93257.9765625;117477.52;76751.9140625;95454.15625;71904.671875;88571.625
P12887;137027.03125;214834.15625;156714.546875;40471.15;165967.015625;139669.03125;116694.640625;165241.625
P12904;123713.5703125;88313.0625;86262.3671875;36401.07;71508.46875;124134.5546875;110066.515625;102866.4296875
P12945;615061.3125;382590.71875;368913.96875;98905.22;361919.71875;589799.0625;553883.625;373766.65625
P12962;539805.875;703840.5625;555104.1875;18223.24;624985.75;462887.375;515631.0625;560443.8125
P13134;36498.1875;36515.83203125;47705.2421875;90002.51;42513.16796875;35723.625;31395.025390625;35463.875
P13181;4277.8994140625;5556.62109375;0.916379690170288;63625.91;0;7527.84326171875;7912.5556640625;7809.69775390625
P13185;67247.6015625;72404.203125;69551.9296875;120070.74;81325.1796875;78119.390625;76854.5625;69679.984375
P13186;2411951.5;2143583.25;2058491.5;128338.3;2619058.5;2139118.25;2169228.75;2255391
P13188;2230552;2642034.5;2524684.5;93132.83;2203774;2091253.375;2198475.5;2409912.25
P13259;136456.5625;140123.25;102102.84375;49406.18;139106.125;109179.1953125;113765.46875;113175.21875
P13298;610661.875;216484.21875;203341.203125;24664.49;152260.046875;641931.4375;532753.5625;242858.796875
P13382;217457.65625;183317.703125;153806.859375;166809.36;152309.953125;257208.40625;212829.328125;186100.03125
