PG.UniprotIds,221125_EC1_nvolkmar_EX140_1.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_2.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_3.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_4.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_5.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_6.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_7.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_8.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_9.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_10.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_11.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_12.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_13.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_14.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_15.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_16.raw.PG.Label-Free Quant
Q12389,4521432,5262149,5946774,5631774,7649928,3338178,5073615,4920201,NaN,NaN,NaN,NaN,3102103,NaN,NaN,NaN
P07264,5.31E+07,8.14E+07,4.21E+07,9.18E+07,6.94E+07,7.08E+07,5.15E+07,8.94E+07,877686.8,1085027,666940.9,1058937,3132783,2505809,3059946,3325897
P32259,2882077,633190.4,1926361,1861664,2544576,362952.3,1294037,2046247,238118.3,NaN,243209.4,358433,488876.1,290743.7,708551,NaN
P38249,6636566,5713730,5839048,7009216,1843363,3915418,2327220,6019764,8771793,8075535,9574642,8809006,6699123,6523894,4037414,7116005
P04821,1640071,902675,797284,254297.8,322097.7,180862.1,NaN,297972,1064263,1217960,1258118,244116.9,432137.4,NaN,428114.8,432937.5
Q08281,3742913,2180635,1821382,2401937,3724235,3217832,3076454,4511141,552697.4,NaN,NaN,NaN,NaN,333408.6,NaN,903946.9
P53883,1.56E+07,1.82E+07,1.69E+07,1.66E+07,1.73E+07,7133719,8397558,1.06E+07,589868.8,726329.5,1012097,1178054,257982.4,1251337,207702.6,161406.1
P07245,6933237,6233068,4852015,7161869,4847526,3730699,2914217,9100769,1.77E+07,1.71E+07,2.35E+07,1.90E+07,1.48E+07,1.53E+07,1.37E+07,9134806
P38970,664106.8,748778.1,774142.4,2541206,1558071,2352857,969793.6,2265811,NaN,NaN,NaN,NaN,NaN,NaN,98907.12,NaN
O13563,5865345,4756026,4985269,6411716,5068438,4478070,3977354,4661558,4831119,7184919,5572952,7702320,4057298,5527750,5230641,1.08E+07
Q00955,6023049,5153801,4059547,4182030,5533042,3789266,2680430,3559325,1.52E+07,1.30E+07,1.79E+07,1.08E+07,9759439,9776788,1.30E+07,1.29E+07
P39715,1.28E+07,1.07E+07,9598106,1.30E+07,1.03E+07,8363897,9271266,8662832,1150238,777392.1,334018.8,208235.8,427120,NaN,NaN,253546.7
P25357,1.32E+07,7916065,5928933,1.21E+07,1.30E+07,6539344,7938673,6454307,NaN,526903.9,NaN,NaN,54504.25,NaN,712178.1,NaN
P22147,6337940,4919241,6661387,9629210,9509478,5394102,6950010,7144438,4899438,5638092,7343241,2824841,5635660,4551522,5251228,4912492
P41058,1.12E+08,1.36E+08,1.19E+08,1.15E+08,1.16E+08,5.10E+07,8.68E+07,8.71E+07,1.16E+08,8.43E+07,8.27E+07,5.72E+07,8.78E+07,4.92E+07,6.28E+07,6.85E+07
Q02931,1.43E+07,9812897,9878894,1.51E+07,1.24E+07,5517026,7110047,2.26E+07,730444.4,666103.1,1097588,462826.3,103431,1092792,1596292,817861.9
P0C2I5;Q12414,2.67E+07,9099999,1.38E+07,1.62E+07,3.44E+07,1.56E+07,1.40E+07,1.95E+07,4.07E+07,3.16E+07,4.17E+07,1.69E+07,7.78E+07,1.67E+07,2.68E+07,3.72E+07
P32598,3837572,4630396,2600306,5611100,4351527,3689921,2955611,3468372,9919978,1.19E+07,1.08E+07,6355243,1.42E+07,8966766,1.15E+07,9706926
Q12207,1035239,NaN,337767.8,NaN,NaN,712213,759979.1,451046.2,NaN,NaN,NaN,NaN,NaN,500899.3,294706.8,290628.1
P00560,1.26E+07,8901254,1.39E+07,1.60E+07,1.41E+07,1.74E+07,9226178,2.30E+07,6.34E+07,7.15E+07,4.75E+07,5.04E+07,9.96E+07,9.29E+07,5.01E+07,5.62E+07
Q00816,2297956,5590008,2929544,3713564,1291948,1990471,904180.6,1481095,278750.7,NaN,506311.2,114749.1,1935823,307936.1,593984.9,169591.7
P38798,3035313,2492579,2770493,2571726,2966943,1833644,1611351,1890634,1789660,468512.3,NaN,NaN,200374.4,NaN,506678.9,163686.6
P89105,1.46E+08,1.08E+08,7.45E+07,1.04E+08,1.57E+08,1.08E+08,1.03E+08,1.19E+08,751595.5,2223662,273332.6,578695.6,NaN,NaN,136689.8,NaN
Q06631,2.03E+07,3.80E+07,1.55E+07,2.42E+07,2.30E+07,2.22E+07,1.30E+07,2.06E+07,4030973,3292823,3359771,3992232,4059709,4081097,2629043,3435452
Q01080,8978815,8039622,1.04E+07,1.09E+07,9682299,7385534,5649182,1.29E+07,5344067,4072726,2955470,2240968,4138445,3712527,3435548,5014547
P25847,1.02E+07,1.48E+07,1.36E+07,1514055,1927152,325177.8,686376.4,1.91E+07,6267263,8895489,7242220,6199757,7001259,4124997,5493666,4521800
P16521,1.16E+07,7942282,6908372,9066961,8806137,9106135,8490964,9200541,3.03E+07,2.06E+07,2.21E+07,1.93E+07,1.65E+07,2.43E+07,2.14E+07,2.23E+07
P47079,3.47E+07,4.77E+07,3.22E+07,3.49E+07,2.15E+07,3.23E+07,3.41E+07,3.24E+07,5.62E+07,9.33E+07,5.49E+07,2.83E+07,7.14E+07,4.77E+07,2.21E+07,5.28E+07
P38630,3314511,2126366,3498642,3995235,2649566,1618799,1708913,6704674,254925.2,786608.5,240870.5,NaN,157792.3,NaN,NaN,NaN
P09798,1.41E+07,1.70E+07,1.60E+07,8.06E+07,1.16E+07,1.49E+07,1.07E+07,1.49E+07,1379394,162966.9,535867.8,3591701,2079307,845732.9,172341.4,318395
P35817,1.04E+07,5471603,9468824,6159153,1.01E+07,1.20E+07,6527031,7058816,2489205,1244970,842447.5,NaN,NaN,626984,2533717,429580.2
P32558,1.69E+08,1.62E+08,1.20E+08,1.81E+08,1.85E+08,1.12E+08,9.51E+07,1.21E+08,5575650,8195055,7131878,6735353,5589821,5570900,5619027,3782873
Q08972,1285228,1454196,881015.1,2130342,NaN,430721.1,661830.1,740197.8,5618516,6886018,8234762,7489787,6154508,6945958,3927414,4564682
P32597,4725313,4779290,2637010,5337772,3764027,2568355,2484654,3418687,927773.2,829358.3,1212523,1501254,207255.5,427482.1,81050.42,445060.3
Q01560,1.55E+07,1.16E+07,1.47E+07,1.75E+07,1.82E+07,9938159,1.27E+07,1.30E+07,3.10E+07,1.66E+07,2.35E+07,1.73E+07,1.99E+07,1.38E+07,1.14E+07,1.91E+07
P38688,7708902,3461479,3157073,3341332,4541913,2128754,1821070,3214704,3760063,2700604,5105252,3404508,1848786,2400774,1660395,1257678
Q08951,883096.4,866996.2,711339.5,1480350,528235.8,1321581,631993.6,630956.6,89834.18,230364.3,455151.2,206744.1,NaN,127410.2,359122.9,304048
P07273,8409527,3242485,1668094,4983150,3011540,5536017,2765241,1.01E+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P17967,6150747,3614430,2455195,4717993,7369097,4390247,3989956,5406802,2.73E+07,2.52E+07,3.05E+07,2.15E+07,4.02E+07,6.37E+07,4.92E+07,3.86E+07
P08566,3719670,3776743,3783728,4963422,534075,732629.5,1004532,923963.7,1.18E+07,1.34E+07,1.35E+07,1.28E+07,8412212,1.20E+07,1.50E+07,1.50E+07
P30624,1687413,597801.1,1407810,1608092,1411280,248695.1,1016359,906602.7,7970921,1.43E+07,2.31E+07,1.42E+07,6738987,4656533,7661481,8008064
P34221,129587.4,315854.2,262014.6,1064803,336343.7,NaN,287912.8,188771.3,2.50E+07,1.71E+07,1.48E+07,1.71E+07,2.24E+07,2.21E+07,2.55E+07,2.03E+07
P00890,468016.2,129316.6,NaN,135999.6,342966.6,42029.82,153780.5,614592.6,5725720,5324034,7654259,5838536,1.09E+07,3773283,5106659,9169976
Q12460,2.99E+07,3.07E+07,3.47E+07,2.80E+07,5.60E+07,2.56E+07,1.99E+07,5.09E+07,1.85E+07,1.77E+07,2.30E+07,1.69E+07,1.78E+07,2.04E+07,2.43E+07,2.25E+07
P05319,5.73E+07,4.92E+07,1.60E+08,1.80E+08,1.16E+08,1.28E+07,1.15E+08,1.43E+08,1.19E+08,1.33E+08,9.40E+07,9.24E+07,5.85E+07,6.68E+07,3.47E+07,7.54E+07
P04801,4202753,2456631,2172738,3938385,2042394,2373024,2033265,2139898,1.13E+07,2.33E+07,1.92E+07,1.61E+07,2.31E+07,2.71E+07,1.69E+07,1.69E+07
P53316,1379075,284166.8,666646.3,2755338,2741405,1191174,1548782,2923670,3.82E+07,3.01E+07,3.92E+07,3.33E+07,2.42E+07,1.83E+07,2.77E+07,2.37E+07
P40467,2550053,682725.6,443255.9,3095151,997374.3,974453.1,494826.2,1027869,3482115,1875640,3795302,2507725,1912602,1887145,1805078,1171018
Q07381,3.01E+07,2.41E+07,2.19E+07,3.54E+07,9798242,1.40E+07,8133998,1.53E+07,439350.1,121381.4,NaN,164463.6,NaN,170626.5,107143.8,NaN
P53067,1917053,1998241,1180805,112569.1,NaN,627551.4,888397.6,1637581,NaN,NaN,NaN,168818.8,NaN,NaN,NaN,NaN
P25635,1.30E+07,1.07E+07,1.34E+07,2.54E+07,2.46E+07,1.46E+07,9737933,2.14E+07,NaN,NaN,112807.7,NaN,NaN,1256516,100208.2,3100403
P07259,6195251,4506694,6325194,8178802,6233598,5626351,6912403,8470647,3.67E+07,4.97E+07,2.99E+07,4.12E+07,6.47E+07,6.01E+07,4.35E+07,3.50E+07
P23369,176497.6,311058.3,492116.5,105171.4,310883.4,NaN,108823.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q03834,1850061,1388306,3218183,2192068,159412.1,883264.6,544448.4,2904072,800057.4,1244288,417015,144332.2,873021.4,1.00E+07,477883.3,3.62E+07
Q12136,2.15E+07,2.13E+07,2.26E+07,2.92E+07,2.50E+07,2.37E+07,1.62E+07,1.52E+07,978133.3,1676114,1669954,1264900,695620.9,904723.5,1612534,1176708
Q3E754,1.48E+08,4.53E+07,7.37E+07,1.39E+08,7.57E+07,1.46E+08,1.19E+08,1.20E+08,6.31E+07,1.12E+08,1.21E+08,9.21E+07,7.23E+07,8.42E+07,7.65E+07,1.25E+08
P0C0V8,299040.1,115394.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O14467,1.60E+07,1.54E+07,6338231,1.21E+07,1.06E+07,1.07E+07,1.30E+07,2.03E+07,3147260,6930897,4350633,5090681,7499581,8810975,5428267,9109191
P11075,6202340,5358244,4445084,7922830,3280261,2798142,2139524,2724240,1.49E+07,1.35E+07,1.39E+07,1.02E+07,1.21E+07,8461584,1.04E+07,9272391
P27476,2.32E+07,2.75E+07,2.12E+07,3.09E+07,3.05E+07,1.23E+07,1.64E+07,2.65E+07,1.62E+07,1.36E+07,9496727,7524662,8764413,8971259,1.02E+07,6610943
Q02486,6834462,7126863,7095263,1.24E+07,1.22E+07,9761749,7044469,9050633,6535136,6933281,1.55E+07,5983130,5398875,6967009,3336239,5920449
P38968,3840469,3275511,2606363,2507764,143535,1398157,1408909,1177501,9430211,1.31E+07,1.64E+07,1.01E+07,1.29E+07,1.44E+07,1.52E+07,1.40E+07
P40016,1.88E+07,1.92E+07,1.71E+07,1.87E+07,3.47E+07,1.02E+07,1.13E+07,2.30E+07,8278744,1.75E+07,1.29E+07,1.01E+07,7826144,1.11E+07,7294478,6637298
P40160,1.70E+07,2.41E+07,1.28E+07,1.94E+07,1.15E+07,8664304,6381105,1.12E+07,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
P32481,1.17E+07,1.62E+07,1.31E+07,2.51E+07,1.07E+07,5695499,8499002,1.79E+07,3.16E+07,3.07E+07,2.01E+07,2.37E+07,2.25E+07,1.61E+07,1.83E+07,2.24E+07
P46677,4644750,2358258,3434553,3757981,2149544,2287641,2101967,3256417,160594.1,482916.8,1330548,108927.6,NaN,1160081,545354.9,1054454
Q04062,1.15E+07,1.36E+07,1.06E+07,1.65E+07,1.46E+07,6597368,1.28E+07,1.33E+07,6223661,7393707,1.17E+07,8897550,2424560,6106822,3725567,4690485
P32074,4488653,4443030,4329737,4625702,4056090,2467220,2395365,4611737,7297544,6817220,1.23E+07,1.45E+07,1.12E+07,1.33E+07,7292999,8493947
P40078,8035324,1.24E+07,7576711,1.22E+07,6744742,6926759,4498665,8947232,1298458,1854482,873246.3,1740906,119875.8,359483.7,NaN,590382.3
P32832,7395185,5901720,6163941,7345431,7083774,4834120,5535667,6244772,4390230,1965915,2347620,2779060,1744739,2714588,1703995,3109566
Q12309,97732.53,152972.5,407907.5,66269.97,NaN,NaN,106555.8,760590.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q07878,2437629,1514896,1785597,2828338,2508447,1387315,1631006,2643277,6881394,4769041,3351105,4564556,5074979,3245262,4852116,2857827
P09733,1.47E+07,1.34E+07,1.33E+07,2.50E+07,1.18E+07,7817007,6101653,8744573,1.83E+08,1.62E+08,2.03E+08,1.89E+08,1.66E+08,1.16E+08,1.12E+08,1.50E+08
P53866,6829194,5511923,2960000,3676726,8052325,5149514,3873543,4171235,229872.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P33322,3.79E+07,2.71E+07,2.43E+07,3.24E+07,2.49E+07,1.31E+07,2.04E+07,2.53E+07,1.15E+07,1.20E+07,7920813,8500484,5260170,1.19E+07,5069356,8574690
P04786,1319384,1135611,436835.6,1738172,1344900,1422528,923095.4,3874221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P0CX29;P0CX30,1.03E+08,2.46E+08,1.29E+08,2.34E+08,1.09E+08,1.04E+08,4.80E+07,9.93E+07,2.62E+07,2.57E+07,3.75E+07,1.39E+07,3.10E+07,2.89E+07,3.11E+07,3.73E+07
P47068,1796984,1826137,1024163,2065648,2220490,2920995,1969881,3104635,362208.9,NaN,288315.7,173445,376160.9,NaN,209868.9,NaN
P25368,7062124,9600830,7853516,1.30E+07,1.22E+07,8745416,5272886,1.45E+07,NaN,118010,260948.1,60082.09,NaN,501134.1,NaN,NaN
P46995,1456000,1176748,2256992,2223854,1340304,857131.1,902642.1,2349621,141089.3,NaN,443246.3,440233.3,NaN,NaN,NaN,NaN
O14455,7.54E+07,8.25E+07,1.34E+08,1.06E+08,1.45E+08,9.16E+07,8.79E+07,9.66E+07,5.33E+07,4.32E+07,4.95E+07,3.94E+07,4.07E+07,1.75E+07,2.45E+07,2.93E+07
P40069,7057689,4674260,3817586,4799816,4649358,2190187,2728118,3385113,8964924,1.24E+07,1.27E+07,9440852,8168245,8399326,5622970,8182231
P53327,1213627,776331,355466.9,1273945,1052029,917239.3,631434.3,1120169,NaN,NaN,NaN,448480.9,NaN,NaN,NaN,NaN
Q08162,4919155,5915145,4481345,2438571,NaN,1533530,614152.5,2630331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53040,8.42E+07,1.06E+08,1.03E+08,5.55E+07,9.58E+07,6.55E+07,7.31E+07,5.04E+07,7853307,6034479,5849757,8419030,7626947,4202926,6129631,6206814
P14832,9289512,9497141,9224014,4136001,9374924,5407835,5296888,9563375,2.01E+07,2.07E+07,2.26E+07,2.26E+07,2.55E+07,1.70E+07,1.06E+07,1.77E+07
P38801,3731316,9428635,8041957,7463493,1622029,2996800,1223400,3682985,NaN,NaN,NaN,228776.3,NaN,NaN,NaN,NaN
P05318,9363695,1.58E+07,3493865,8390920,3.90E+07,1.29E+07,2.52E+07,5513432,4.61E+07,8.26E+07,1.56E+07,4.51E+07,2.75E+07,4.06E+07,6.88E+07,4.06E+07
Q07896,4196959,4744973,4770208,6940626,7346964,3552056,3066413,5239018,174494.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P12385,3619541,2322429,3513848,5470399,NaN,2825745,946926.3,4445880,9241147,7016464,8265489,6724225,7049236,8287538,7717956,7187038
P40055,2.67E+07,3.49E+07,2.96E+07,4.62E+07,2.94E+07,2.10E+07,1.75E+07,2.42E+07,263494.3,NaN,NaN,849815.1,NaN,160691.4,112390.3,NaN
P53064,1.80E+08,1.05E+08,1.37E+08,9.85E+07,1.98E+08,1.50E+08,6.31E+07,2.29E+08,889663.6,677514.6,281770.3,194271.5,273212.1,235103.7,178832.7,227788.1
Q12481,3700978,5365839,3851001,4858338,3179708,3223516,2206805,2483790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53276,2.20E+07,1.66E+07,2.78E+07,1.72E+07,9390400,1.50E+07,2.22E+07,2.24E+07,2799765,6145148,3634678,5534454,1863702,3624146,1955715,2779371
P42945,1.69E+07,2.48E+07,1.15E+07,1.69E+07,1.48E+07,8994831,1.42E+07,1.60E+07,1839606,2984048,2702183,1673797,805077.7,531493.8,853944.3,2501161
Q06706,1.67E+07,2.57E+07,1.79E+07,2.07E+07,1.54E+07,1.67E+07,1.38E+07,3.53E+07,2.13E+07,3484977,1.92E+07,3079444,4867537,1.08E+07,3872280,2882319
P15705,1964830,557622.4,1598349,557931.1,440479.7,2202352,3505787,3618769,2907168,4150887,5010811,3457992,5229980,3712255,4473202,4660309
P38737,3978245,4151362,2535152,4589125,3156923,4921926,5653654,3579820,7538495,6588746,8254216,4733551,8520121,1.09E+07,4400734,5910063
Q6WNK7,8.59E+07,3.55E+07,6.95E+07,3.66E+07,5.59E+07,6.35E+07,1.09E+08,8.65E+07,328916.9,282329.4,NaN,NaN,NaN,NaN,NaN,NaN
P38883,1927912,2264376,2073153,2308469,986512.5,664894.6,637899.7,2530972,462964.4,NaN,NaN,NaN,NaN,NaN,203551.2,NaN
P40468,1385077,1101790,1091484,2019726,1564438,344020.3,373817.9,1384313,1257476,NaN,187343.6,533914.7,1917534,NaN,712660.9,1204963
P25382,1315864,1251417,2190106,2603890,395524.8,1083529,996305.9,1220658,995795.6,NaN,270170.3,257910,233706.8,NaN,NaN,1074805
P22137,1613333,2828498,2577138,4834364,733197.3,1110399,1472938,2003297,6193800,8700385,8565199,9100586,8306383,5814097,9020299,1.03E+07
P42943,3.67E+07,5.54E+07,2.67E+07,3.02E+07,2.01E+07,3.40E+07,1.90E+07,4.14E+07,6908126,5693402,6458876,4851395,5352746,4957349,4370677,4214466
Q06685,1751874,470378.7,1092796,3227204,637866.4,1288507,922877.5,1216337,810844.6,430353.1,1496318,755019.8,398869.5,251381,1104798,965506.3
Q12000,5507611,6985955,5655913,6068306,5229967,4130420,5731027,4408800,3858665,3693307,4377762,5147222,6238591,3881563,2779157,5101901
Q05468,5923231,6706806,7126960,6560814,1.04E+07,5306524,4895653,8869009,NaN,246424.7,NaN,399986.4,NaN,98994.57,NaN,NaN
P32582,6350912,6438611,5876277,7443078,4906514,3373419,4307868,5197385,4.18E+07,3.07E+07,4.33E+07,3.13E+07,4.20E+07,3.76E+07,3.87E+07,3.33E+07
P41811,6933300,4875100,7140902,8047371,4769804,6195039,5703760,6493346,4.81E+07,5.75E+07,7.08E+07,6.27E+07,6.95E+07,3.51E+07,3.89E+07,3.88E+07
Q03124,2616390,2006852,1570284,3387798,2112181,2045549,1030182,3889018,2470938,1222800,922845.7,961270.9,1328103,743869.4,474759.8,865047.7
Q99278,2125866,557027.9,2544826,4087176,2297090,1348741,1048427,611370.5,5187168,5573555,6795924,5682100,3609099,2455704,7384524,5265474
P40413,4.32E+07,5.97E+07,3.86E+07,6.11E+07,3.52E+07,2.82E+07,3.21E+07,4.12E+07,1.70E+07,1.52E+07,1.43E+07,1.66E+07,2.24E+07,2.09E+07,1.61E+07,1.71E+07
P32486,8128007,5726997,3396863,5965196,6080649,2258134,3074931,4691931,3165488,7630320,5423907,4891813,4989683,4710117,4737508,4309693
P38111,1.33E+07,1.13E+07,1.06E+07,1.22E+07,9914342,7806096,9339295,2.16E+07,151925.5,NaN,NaN,0,0,1089333,483751.3,492935.5
P46985,797895.6,524000.8,363411,189027.4,2326536,63854.68,237903.5,252846.4,618745.1,452273.5,2129084,359703.7,914559.4,413049.9,807588.9,489043.3
Q03532,9292819,5142669,5341991,5214316,8615282,5942707,5339173,1.02E+07,1221949,118655.3,841909.9,135644.4,1457782,NaN,820738.6,1226041
P53188,683375.8,2015330,1546630,449296,153987.1,818158.9,NaN,NaN,58964.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05775,2.33E+07,1.60E+07,1.27E+07,1.10E+07,1.10E+07,1.12E+07,7590047,1.16E+07,2998847,1906302,1999177,2191961,802903.4,906274.9,1355659,1651993
P47077,4630152,3385525,2378106,2168836,2860093,1666342,2093251,4256564,NaN,0,NaN,NaN,NaN,NaN,NaN,186718.3
Q12230,1445370,487846.2,1221407,1340711,2651091,1773899,2571096,1581914,2.15E+07,2.06E+07,2.43E+07,2.84E+07,2.84E+07,2.34E+07,3.30E+07,4.83E+07
P53252,1366274,2677758,1207313,1213255,1585533,2546755,1377119,1080217,1.93E+07,3.02E+07,2.51E+07,2.36E+07,3.40E+07,3.60E+07,2.90E+07,2.64E+07
Q08208,1.55E+07,1.32E+07,1.15E+07,1.74E+07,2.18E+07,1.13E+07,1.09E+07,1.13E+07,398115.4,1645387,2435815,1874832,526216.5,693190.9,1687896,798544.6
P46675,1804225,1500669,529592.7,1445769,1321241,103041.6,384337.5,774844.1,4936937,2156603,3060147,2008613,2457173,2338063,3745969,2047835
P38632,228694.4,NaN,NaN,398164.3,379692.1,366058.8,257705.3,92684.02,234923.4,NaN,765961.8,NaN,NaN,371524.6,NaN,815602.1
P0CX82;P0CX83,1.67E+08,1.13E+08,1.72E+08,1.11E+08,2.26E+08,1.52E+08,6.76E+07,1.55E+08,7.25E+07,5.64E+07,8.38E+07,4.32E+07,5.33E+07,4.05E+07,3.03E+07,3.73E+07
Q01477,2733680,3192358,3321277,3668243,2824122,3477614,1816699,3797733,2292301,3715035,2339682,2151014,752251,1813311,1444529,2186273
Q06287,7149276,5732791,6519219,8225935,7265764,3826516,4419770,1.00E+07,182656.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P07248,1.20E+07,6743215,6271820,5896029,6634970,5754679,6010694,9886924,4401798,6222387,6554491,5784727,5921671,6409423,5718227,4366817
P53221,1.35E+08,1.04E+08,1.07E+08,1.62E+08,1.79E+08,1.26E+08,8.25E+07,1.26E+08,5.78E+07,3.64E+07,3.27E+07,3.69E+07,4.57E+07,2.51E+07,3.50E+07,3.13E+07
Q12343,3644247,3467556,2407707,4642722,4446820,3066617,1357036,2966931,7125681,1.30E+07,5767871,4752939,8221768,9680879,1.02E+07,9393521
P32639,1660107,1028128,800463.9,1999089,1019379,333849,952674.1,1486325,NaN,NaN,NaN,1806048,NaN,NaN,NaN,NaN
Q07844,5915235,3101536,2106146,4837450,5315084,3204589,2420745,5614246,1.06E+07,1.12E+07,1.36E+07,1.09E+07,3803969,7038754,5817318,4731559
P17891,503894.1,177663.7,808278.8,264334.1,448479.3,455042.3,1084372,183820.9,1.11E+07,6554470,7682402,6247485,7773168,7302958,1.05E+07,1.29E+07
P10962,9001732,9956710,5913133,6071748,7300337,7975150,4191963,6537671,NaN,NaN,NaN,NaN,1009203,550703.4,NaN,737875.1
P53549,1.60E+07,1.90E+07,2.60E+07,1.70E+07,2.42E+07,2.31E+07,1.96E+07,2.09E+07,6.16E+07,6.21E+07,3.28E+07,6.24E+07,5.72E+07,6.87E+07,5.96E+07,4.26E+07
P43535,488556.8,682791.2,319678.5,1191779,NaN,641972.9,154295.8,734477.7,1.94E+07,1.89E+07,2.11E+07,1.69E+07,6365599,1.16E+07,9224875,9300425
P17883,2073536,2529110,3562800,2877031,3057804,1751003,1340986,2507463,2351783,4352582,2882541,4306590,3368971,3728917,2732978,2452774
Q00416,4557634,2017246,2417401,3206480,2770097,1505829,2056702,2739671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q03661,6061406,5355891,4611134,3684193,1.09E+07,6732335,6242241,9638540,253985.8,762283.4,616599.4,180150.5,897265.5,1003580,1244878,949759.9
P48234,1.18E+07,1.90E+07,1.24E+07,1.68E+07,1.92E+07,1.57E+07,8233880,2.03E+07,801365.2,733363.9,132415.8,486634.8,105728.8,0,NaN,NaN
P38742,1.78E+07,1.20E+07,1.20E+07,1.56E+07,4.38E+07,1.67E+07,1.74E+07,1.49E+07,NaN,NaN,NaN,NaN,NaN,NaN,206741.3,NaN
P13382,1560755,2287357,1873234,2438263,1788541,1379843,826364.3,2416629,889943,0,NaN,217831.4,NaN,954274.4,521180.8,385367.3
P32497,5102524,4857404,5699581,4420832,3158667,2191666,3332720,3791821,4281778,5790811,4634637,3227363,3980459,2417637,2212988,3808605
Q08204,1438035,1611866,1625191,5450827,1746153,2378098,5771146,4060490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36008,4843994,4714755,7668648,6884930,3649464,4709350,3098935,6022266,1.70E+07,2.58E+07,2.51E+07,1.93E+07,1.79E+07,1.84E+07,2.32E+07,2.37E+07
Q03433,219524.3,NaN,256333.3,820844.8,NaN,431406.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P06100,1488814,1456025,438438.9,1205601,1190195,195571,NaN,1240790,3304785,2201996,2933523,2187214,2901436,2634536,2185858,4911989
P33333,176742.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4040851,3655138,4635127,4938867,9311003,3953284,3013045,3799215
P53836,183101.2,118907.2,NaN,300978.8,770472.5,1069793,NaN,131851.5,NaN,NaN,NaN,NaN,222782.9,NaN,103669.1,NaN
Q06214,6718357,4739084,4122652,5403901,5961354,5694251,4771204,6274748,471428.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38631,2.54E+07,1.24E+07,5630775,1.62E+07,1.55E+07,5010567,8517518,8513669,9793378,1.42E+07,2.14E+07,8350618,1.85E+07,1.59E+07,1.34E+07,1.35E+07
P33297,3.76E+07,6.09E+07,3.19E+07,2.84E+07,4.35E+07,4.10E+07,3.75E+07,3.38E+07,3.82E+07,7.38E+07,3.77E+07,4.44E+07,4.23E+07,3.72E+07,3.17E+07,4.02E+07
Q03497,1.10E+07,2.87E+07,1.89E+07,1.31E+07,3.04E+07,1.77E+07,1.73E+07,2.12E+07,NaN,896712.4,729130.6,527863.4,0,886325.3,548226.3,172761.2
P36080,1.79E+07,1.22E+07,1.16E+07,1.26E+07,1.58E+07,1.47E+07,8021437,1.41E+07,NaN,85253.3,NaN,96832.47,NaN,NaN,103009.5,NaN
P51601,1.63E+07,1.01E+07,7654673,1.53E+07,1.59E+07,9479362,1.67E+07,2.03E+07,767892.3,224568,NaN,NaN,615152.4,NaN,273327.3,837504.1
P45976,1228656,NaN,397914.4,229797.7,NaN,527529,NaN,NaN,920609.4,1655286,1128977,1224678,NaN,2016473,2025435,697987.6
P27614,5915061,8066442,7968708,6952248,6415491,4869307,5450733,5245360,5810301,7656010,6650076,6209541,7599748,5400516,8336605,6948687
Q12754,1.10E+07,1.49E+07,1.06E+07,1.75E+07,1.68E+07,2.25E+07,1.20E+07,1.12E+07,314932.1,1785200,2484919,2024189,277988.1,695946.3,2713766,2310695
P53743,4117401,5350365,5213849,5702147,6099608,7253835,5256208,4883066,182648.1,156304.1,142627.4,282412,NaN,31051.69,NaN,NaN
